"RIV_ONRW.OTRW" "RIV_National.Wild.Scenic" "RIV_State.Wild.Scenic" "RIV_Eligible.Study.Wild.Scenic" "RIV_ScenicRiverways.NationalRivers" "RIP_Conservation.Area" "RIP_Conservation.Easement" "RIP_Local.Conservation.Area" "RIP_NWFP.Key.Watersheds" "RIP_NWFP.Riparian.Reserves" "RIP_Private.Conservation" "RIP_State.Conservation.Area" "RIP_State.Riparian.Buffers" "RIP_Watershed.Protection.Area" "RIP_Other" "CRI_CriticalHabitat" "INC1_National.Park" "INC1_Research.Natural.Area" "INC1_State.Wilderness" "INC1_Wilderness.Area" "INC1_Wilderness.Study.Area" "INC2_Conservation.Area" "INC2_Conservation.Easement" "INC2_Historic.Or.Cultural.Area" "INC2_Local.Conservation.Area" "INC2_Local.Park" "INC2_National.Lakeshore.Or.Seashore" "INC2_National.Monument" "INC2_National.Recreation.Area" "INC2_National.Wildlife.Refuge" "INC2_Private.Conservation" "INC2_Private.Recreation.Or.Education" "INC2_Recreation.Management.Area" "INC2_Research.Or.Educational.Area" "INC2_Resource.Management.Area" "INC2_State.Conservation.Area" "INC2_State.Park" "INC2_State.Recreation.Area" "INC2_State.Resource.Management.Area" "INC2_Other" "MULT1_Area.Of.Critical.Environmental.Concern" "MULT1_Inventoried.Roadless.Area" "MULT2_Conservation.Area" "MULT2_Conservation.Easement" "MULT2_Forest.Stewardship.Easement" "MULT2_Local.Conservation.Area" "MULT2_Local.Park" "MULT2_Local.Recreation.Area" "MULT2_Local.Resource.Management.Area" "MULT2_Mitigation.Land.Or.Bank" "MULT2_National.Forest" "MULT2_National.Grassland" "MULT2_National.Recreation.Area" "MULT2_National.River" "MULT2_National.River.And.Recreation.Area" "MULT2_National.Scenic.Area" "MULT2_National.Wildlife.Refuge" "MULT2_Private.Conservation" "MULT2_Ranch.Easement" "MULT2_Recreation.Management.Area" "MULT2_Resource.Management.Area" "MULT2_Special.Designation.Area" "MULT2_State.Conservation.Area" "MULT2_State.Park" "MULT2_State.Recreation.Area" "MULT2_State.Resource.Management.Area" "MULT2_Watershed.Protection.Area" "MULT2_Other"
"INC1_Wilderness.Study.Area" 10.4766094724218 2.03504487453446 0.983755882799453 5.22528958706842 0 0 0 0 0.23243361001746 0.855557175975652 0 0 17.1794001357429 0 0 4.26762244582421 16.2399007448481 0 0 0 96.7579280487042 0.317289501686019 0.894090992995308 0.46510885235132 0 0 5.1130029390899 2.5762055191882 4.05623934969834 4.86960690660507 0.102107556556789 0 0 0 0 0.141897238502702 0.000970029529752933 0 0.107944020606039 0 4.27211940643431 38.0586936001546 0 0.0120039951280943 0 0 0 0 0 0 1.32328327065975 0.00731458308864053 1.15751656483951 0 0 0 17.8816767730029 0.0952976023721312 0.244575872964433 0 0.0328277046989231 0 0.0660589002550556 0.00510636441808008 0.00169879143479916 0.130566880582323 0.00547909464483726 0.51167944683303
"INC2_Conservation.Area" 0.261462470081453 10.1310214298797 0.0304387429785942 12.9215615267618 0 1.46225267048272 0 0 0.816854893962308 0.468567025283152 0.29618763575064 0 5.23257678120484 0 0 1.14207513890325 0.537841917780664 0.0468750633686576 0.0106014309405901 43.5463389099729 0.317289501686019 99.4875699070779 0.123535183763881 0.000684319056917097 0 0 0 0 0 1.9222920569168 0 0 0 0 0 0 0.00133569511164933 0 0.149835559884362 0 1.41742705192455 0.488399299758098 0 0.0180711306502009 0.00237850168303335 0.0225074192577189 0.0116932594017578 0 0 0 0.663426448117239 0.0755581254573873 0 0 0 0 0 0.00849887783335274 0.00324070323260147 0.0461966380457129 1.22612436414855 0 0.037589430144901 0.176657153895044 0.000974716397015913 0.121264716085867 0 0.0152918753601347
"INC2_Conservation.Easement" 3.40262894560434 0.985747733918839 2.6612779434767 1.44582292992393 0.989537961722559 0 5.3746895156774 1.50576697892272 0.0142570731260676 0.0808495011221109 10.0181703245048 2.14978084285025 17.0975130912942 0.119922491746806 0.0576923076923077 3.01047847587219 0.670650435728789 0.0612455540549857 0.292059679777608 0.431062750774791 0.894090992995308 0.123535183763881 80.9687464417911 0 1.29150370632493 0.0348241390645242 0.194588020674977 0.0128412237324033 0 2.07235215824193 0.326507055823722 0 0.0406169133630059 0.358913006323705 7.83629361835901 0.693920781883009 0.0655455555549286 0 0.488902552761638 0 1.55860722231398 0.987379118049956 0.731822403864016 0.743315777102733 2.24945753470387 0.31917487756121 0.157425219720116 0.00276706950784003 0.297225367515412 0.015414374659977 1.11147079111249 0.168477543976943 0.299462658596984 0.0693990046199909 0 0 1.1357237015555 0.526505481776202 1.81542574738718 0.110775184423751 0.401103705108833 0.190281381977306 0.325876946692444 0.357392545144125 0.0847608592163683 0.967280216844294 0.423792316222034 0.316608306369399
"INC2_Historic.Or.Cultural.Area" 3.71585247905984 0 0.415495720724831 7.50812058614208 0 0 0.0243775489362824 0 0 0 0 0 14.2356304403365 0 0 0 1.55439538130258 0.260622912826876 0 0.665818491213343 0.46510885235132 0.000684319056917097 0 98.7487385718718 0 0.155809501711236 0 0 0 0.774424487673133 0 0 0 0 0 6.84319056917097e-05 0.121708425336229 0 0 0.0969088977292382 0 77.3085263873428 0 0.00360864249347616 0 0.056001136965014 0.0806834898721285 0 0.000116133902389455 0.0398960285317053 7.28433456814905 0 0 0 0 0 0 5.98069180865563e-05 0 0 0 0 0.143354577638278 0.119321934623581 0 0.129519927370937 0 0
"INC2_Local.Conservation.Area" 10.9548256332063 1.5349613619563 4.06852764134706 1.41027469972376 0 0.434488664533285 1.968203769955 1.87722482435597 0.0317311807437847 0.0180564072825904 0.166871981067851 0.226415473701142 22.0363314330814 0.00803789292378355 0 4.0398645306279 0.0249873553273442 0 0.139586069924577 0.0852760429307479 0 0 1.29150370632493 0 78.5921986538287 4.95978111646074 0 0.0101490867118849 0 0.372349945252736 0 0 0 0 0 0 0.0193236535971083 0 0.0956439516264458 0 0.104907244610035 0.0541469894562883 0 0.315694400957475 0.0770822321751467 0.550536037863927 1.84207027271699 10.5639737010146 2.41151080529183 0.0387676560075762 0.333676700268456 0 0.108271424337167 0 0 0 0 0.369018127791645 0.358867374220206 1.4204170481834 0 0.0234060957614614 0.134865392133068 0.0477611754296325 0.0976780119795536 0.527595029578344 0.528630688481583 0
"INC2_Local.Park" 0 0 17.3946671307307 1.49660653170137 0 0 0 0 0 0 0 0 48.4738673937003 0 1.06410256410256 0.611733085832512 0 0 0 0 0 0 0.0348241390645242 0.155809501711236 4.95978111646074 81.9155983525727 0 0 0 1.74865131388132 0.13046000348048 0.0316723707871686 0 0 0 2.38958176228319 0 0 0 0 0 0 0 0.609973509677669 0 0.074192238528917 3.92549838544386 0 0 0 0 0 0.992052903300656 0 0 0 0 0.00154688013612545 0 0 1.89291722257672 0.0502736044240772 1.56091807336079 0.0596322292476362 0 0.0458649960361197 0 0
"INC2_National.Lakeshore.Or.Seashore" 24.1309415222459 0 0 2.5336981858721 0 0 0 0 0 35.2761731022601 0 0.354920441876964 0 0 0 0.0780379041248606 0 1.14016418364244 0 23.5165703861356 5.1130029390899 0 0.194588020674977 0 0 0 96.3192459714199 0 0 10.2310732745515 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.186226816661599 0 0 0.628357150096281 0 0 0 0 0.334448160535117 0
"INC2_National.Monument" 0.180506159145844 1.52854264607119 0.403825717321998 2.42180050943816 0 0 0 0.19268149882904 0.788129840525121 2.74908572175591 0 0 67.678200543877 0.624372039615329 0 1.11640666574463 0.0428529819351872 1.19487433741732 0.00117055963142527 66.7318090183927 2.5762055191882 0 0.0128412237324033 0 0.0101490867118849 0 0 98.7630132507046 0 0.0807313396062067 0 0 0 0 0 0.0442548070097665 0.00579083364416789 0 1.49565583575106 0 2.75864176385407 4.2585771910558 0 0.00302184982150821 0.0952026594708877 0.0147281849512956 0.0268850665761382 0 0.00410339788442741 0 66.1388544144438 0 0.26223599040052 0 0 0 0 0.00541409995309879 0 0.00649586234300226 0.00535717789886119 0 0 0.489541143775781 0 0.170200386337678 0 5.64367714197066
"INC2_National.Recreation.Area" 0 0 0 0.369594252291254 0 0 0 0 0 3.90015198268319 0 0 10.6563349145673 0 0 5.66297840003684 2.76897480771888 0 0 15.9163864965689 4.05623934969834 0 0 0 0 0 0 0 94.6065605858242 0 0 0 0 0 0 0 0 0 0 0.201625855550888 1.39894302952148 3.92794639156266 0 0.0261767144107217 0 0 0 0 0.0579314616419398 0 8.43031824252752 0 0 0 0 0 0 0 0 0 0 0 0 0.316803297563672 0 0.00257910007829411 0 0
"INC2_National.Wildlife.Refuge" 3.15085456615634 15.1571524513096 1.05624715348414 3.84549503874846 0 0 1.53833534283399 0.000439110070257611 0.00827905420125218 0.845825786883663 1.75986319577268 1.09748974585813 4.43030770351883 0 0 0.888790640446505 0.0382261758294976 92.9113761441845 0 24.9290930766037 4.86960690660507 1.9222920569168 2.07235215824193 0.774424487673133 0.372349945252736 1.74865131388132 10.2310732745515 0.0807313396062067 0 99.1963081777816 0.921755667003799 0 2.15429044612359 0 1.19558314995285 0.945347857410487 0.327107049163399 0.217263963165363 0.701432037016465 0 0.208584130475277 0.0278860735632667 0.515586104402749 0.310358589628796 0.0301415973516566 0.0410410709911231 0.0295726302289616 0 0.0899360295754338 0 0.163733139660065 0 0 0 0 0 0 0.350946995331913 0.0430446406870291 0.27348271513225 2.30785566799015 67.1313387269119 0.461365061269921 0.310167242002418 0.00593849601883426 0.209028622061391 0.092652794990542 0.214352200700324
"INC2_Private.Conservation" 17.2118715900191 3.84330922880313 3.18803537189535 2.1268959341137 0.301380989052622 0 2.49805967887521 0.287353629976581 0.238722834490647 0.131766495312814 10.5296301098972 0.261455484960592 25.82710858015 1.67590067460887 0 6.6899793277737 0.13760663880751 0.00045647899630374 0.838638859981727 0.474485524650301 0.102107556556789 0 0.326507055823722 0 0 0.13046000348048 0 0 0 0.921755667003799 84.988655974256 0 0 0 0.0765011002829299 0.00231027156144564 0.124456733370096 0 0.70003694412653 0.0313804946751995 1.68050913088664 0.316809490581636 0.535379899684191 0.457707308106771 1.74452666425571 0.353192197577591 1.61158104183169 0.127781850862049 0.724220693125841 0.27953414334361 1.68491885737383 0.036777102174679 0.00517262809664496 0.00380703111058236 0 0 0 1.63382742241626 6.85572389208458 0.839953008655391 0.603710559767311 0.296015875438864 0.928272688704845 0.228537068653964 0.0402546525576327 1.43973301205575 0.338444980757941 3.2607597180976
"INC2_Private.Recreation.Or.Education" 0.631120783460283 0 0 0.431907591864066 0 0 0 0 0.0411818866661086 0.102117686448481 0 0 11.0339164643844 0 0 4.95135180380012 0.00368293295387963 0 0 0 0 0 0 0 0 0.0316723707871686 0 0 0 0 0 82.9674227839625 0 0 0 0 0.217795262408973 0 0 0 0 0 0.206846907173349 0.462475935381267 0.0294132418180296 0.0528333472838369 0.0258642336988365 0.347886498702603 0 0.0386064599327006 0.392433246840211 0 0 0 0 0 0 0.376462710303842 0 0 0 0 0.307993638570352 0.0546413325521051 0.997689796601657 0.0335649116933121 0 0
"INC2_Recreation.Management.Area" 3.91781389090156 3.2739881999793 0 0.238070593106304 0.670510299140876 0 0.0109098437014802 0 0 0 0 0 2.79658420453369 0 0 0.8911189317876 0 0.0118414242832005 0 0.0269537314977746 0 0 0.0406169133630059 0 0 0 0 0 0 2.15429044612359 0 0 90.0371597143153 0 0 0 2.25416623537936 0 0.0134561639581824 0 0 2.39045647448504 0 0 0 0 0 0 0 0 0.380436807783873 0 0 0 0 0 0 0 0 0 0 0 0.24883552427285 0 0 0.16126694959114 0 0
"INC2_Research.Or.Educational.Area" 0 0 12.4081353614767 0 0 0 0 0 0 0 0 0 13.2835412749957 0 0 0 0 1.72141514271065 0 0 0 0 0.358913006323705 0 0 0 0 0 0 0 0 0 0 91.1322850794736 0 0.117586737309862 0 0 0 0 0 0 0 0.376858656639891 0 0 0 0 0 0 80.3155016236541 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"INC2_Resource.Management.Area" 0 0.0251493241119145 0 0 0 0 0.0178245834643194 0 0 0 0 0.408110657026092 25.2912920465262 0 0 1.10834643193964 0 0.0730116315624018 0 0 0 0 7.83629361835901 0 0 0 0 0 0 1.19558314995285 0.0765011002829299 0 0 0 73.5821754165357 2.1506287331028 0 0.0251493241119145 0 0 0 0 0.494671486953788 2.82582521219742 0.000895944671486954 0 0 0 0 0 0.336812323168815 0 0 0 0 0 0.279673081993145 0 0 0.500095019262996 0.389924552027664 0 0.0790474693492612 0 0 2.53907576233889 0 0
"INC2_State.Conservation.Area" 14.634921759393 2.35823310336406 6.34234097464703 2.54845368291446 0.969213130910433 0 7.19213461677834 1.53703161592506 0.332401089897609 0.126042953833137 3.08749635296787 2.05276359176452 11.5352079752656 2.31304722262093 0.00641025641025641 2.88312797911783 0.0906040104884799 0.0508596845558922 2.99053304485509 1.09313882395964 0.141897238502702 0 0.693920781883009 6.84319056917097e-05 0 2.38958176228319 0 0.0442548070097665 0 0.945347857410487 0.00231027156144564 0 0 0.117586737309862 2.1506287331028 92.8798547592285 0.251393958956296 0 2.95585047704426 0.291937436683057 0.690882449330062 18.4911179707021 3.01252089912688 0.387226894463411 3.11773235596851 0.917497106162238 1.34858643581909 0.545089042877752 1.07975495746596 1.7552439098108 6.44587196727674 0.0116061183740954 1.84981212173364 0.9130133047806 2.76992596197296 1.67114093959732 0.896018982335882 0.354604660532785 0.175030381592806 0.0965222949743448 3.66179789245089 0.710436065740599 0.462250270084907 1.81390277033511 0.193261529918182 0.980015785352282 1.11667471136912 4.39679092238819
"INC2_State.Park" 6.12828428918956 1.11420785718276 1.12109230178019 0.74222212942643 0.0741529463328389 0 0.462988951040658 0 0 0.000479653926870269 0.0280092067299899 0.887933287759369 17.6300271258403 0.100904262953926 0 1.53683939662922 0.237880132790779 0 0 0.0850375625454613 0.000970029529752933 0.00133569511164933 0.0655455555549286 0.121708425336229 0.0193236535971083 0 0 0.00579083364416789 0 0.327107049163399 0.124456733370096 0.217795262408973 2.25416623537936 0 0 0.251393958956296 96.7083331687462 0.0041562354897052 0.101854698492008 0.0130463788885869 0.0244538857893213 0.0468943536832625 0.122784692550622 0.0662401336672257 0.977814560324923 0.431590423313767 0.272094602240579 0.656788780360901 0.590105391516418 0.00926877430534566 0.13913744680779 0 0.000454158659132414 0 0 0 0 0.112943790940196 0 0.102085240917022 0 1.29844807408538 0.0609391849607615 0.306920852909288 0.00289203102965898 0.8669005496834 0.0129828452155763 0
"INC2_State.Recreation.Area" 0.403284724860458 0.0750070623532735 0.0324705897633219 0.317562367885288 0.216578833721357 0 0.00355780443934932 0 0 0 0 0 12.1041039578402 0 0 0.649210477609905 0 0 0 0.0735621211088057 0 0 0 0 0 0 0 0 0 0.217263963165363 0 0 0 0 0.0251493241119145 0 0.0041562354897052 94.1518357247923 0 0 0 0.0362501664117725 0 0.00388023547671696 0 0 0 0 0 0 0.30096989651623 0.0215994363105617 0 0 0 0 0 0 0 0 1.38295813566862 0 0.0105984004987483 0.0485013199294739 0.254079117839017 0.137214218221846 0 0
"INC2_State.Resource.Management.Area" 14.3870246027215 0.567854476310548 3.03045177758086 1.00240007647176 0 0 0.0508700149559557 0 0 0 0.0367620838331118 0.0130891105034583 32.7824714328896 0.36349935409789 0 0.544241237395723 0.21107238723645 0 0.822332336961436 0.144216435744347 0.107944020606039 0.149835559884362 0.488902552761638 0 0.0956439516264458 0 0 1.49565583575106 0 0.701432037016465 0.70003694412653 0 0.0134561639581824 0 0 2.95585047704426 0.101854698492008 0 93.3571902829197 0.00593017222208495 0.120161417414376 0.134052925690636 0 0.0763942532506956 0.000219072523437283 0.00220889707573029 0.019157142318283 0 0.0803259491527064 0 0.0714649250395922 0 0 0 0 0 0 0.0418491039979351 0 0 0 0 0.53437224695211 0.00848983711974876 2.81826073252711 4.04497882817364 0.157268304781293 0
"INC2_Other" 26.490573497072 5.12959897210348 0.0296508611104247 7.12856119196462 0 0 0 0 0.177905166662548 0.834054013985323 0 0 29.5824417484124 0 0 5.5215833559833 0.087049986410022 0 0 8.76864915618591 0 0 0 0.0969088977292382 0 0 0 0 0.201625855550888 0 0.0313804946751995 0 0 0 0 0.291937436683057 0.0130463788885869 0 0.00593017222208495 88.2629784289985 0 3.89686442143757 0 0.132415803908972 0 0.332732079760816 2.75671468458896 0.461688616540239 0.0828494477527118 0 19.2477082355267 0 0 0 0 0 0 0.775963035259816 0 0 0 0 0.00242148699068469 0 0.349682488695609 0.510192483506709 0 0
"MULT1_Area.Of.Critical.Environmental.Concern" 0.34977622250844 1.91757738567678 3.18980567785031 4.04650268602718 0 0 0 0 0.832472760453008 0.646649770502529 0 0 16.5511311396864 0 0 1.73475279883733 0.157038706084975 0.00427054057013542 0 4.90780805638814 4.27211940643431 1.41742705192455 1.55860722231398 0 0.104907244610035 0 0 2.75864176385407 1.39894302952148 0.208584130475277 1.68050913088664 0 0 0 0 0.690882449330062 0.0244538857893213 0 0.120161417414376 0 95.6632519805279 0 0 0.312811774737087 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0172038408825609 0 0 0 0 0
"MULT1_Inventoried.Roadless.Area" 1.91570582943689 4.55754319555528 6.22984666767876 8.78507278916492 0 1.32960742777302 0.00614709544798688 0 18.0357778149637 16.8770179978308 0.0281712970467144 0.021594016406627 41.9221186713989 0 0 6.74156031258787 0.119048444578821 4.20903038856647 0 2.06122941823 38.0586936001546 0.488399299758098 0.987379118049956 77.3085263873428 0.0541469894562883 0 0 4.2585771910558 3.92794639156266 0.0278860735632667 0.316809490581636 0 2.39045647448504 0 0 18.4911179707021 0.0468943536832625 0.0362501664117725 0.134052925690636 3.89686442143757 0 98.9242301691009 0 0.164477824488701 0 0.00214676946725335 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MULT2_Conservation.Area" 10.7570128181312 0.0928850083596508 0 0.913988482258963 0 0 0.541203789708341 0 0 1.3310421697938 0 0 14.8678617871076 0 0 11.1546349619171 0.364471484302434 0 0 0.378051272524615 0 0 0.731822403864016 0 0 0 0 0 0 0.515586104402749 0.535379899684191 0.206846907173349 0 0 0.494671486953788 3.01252089912688 0.122784692550622 0 0 0 0 0 88.0088798067992 41.4964796581832 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MULT2_Conservation.Easement" 12.7248551972853 1.75700164120083 2.41699735381353 0.802541000725823 0.00581664566004938 0.268760986163068 0.140190671963842 0.622745901639344 0.206135099571468 0.165195375963197 0.146691736635653 0.0683006273122085 31.635925686206 0.114898808669442 4.65438034188034 4.33507861703499 0.0166539492558074 0.00195896377571312 0.0124186129084871 0.0578045957758896 0.0120039951280943 0.0180711306502009 0.743315777102733 0.00360864249347616 0.315694400957475 0.609973509677669 0 0.00302184982150821 0.0261767144107217 0.310358589628796 0.457707308106771 0.462475935381267 0 0.376858656639891 2.82582521219742 0.387226894463411 0.0662401336672257 0.00388023547671696 0.0763942532506956 0.132415803908972 0.312811774737087 0.164477824488701 41.4964796581832 79.6953328825373 1.25110579464211 0.581002212219756 2.74371958809551 2.52765886999503 1.49186578792014 64.9387454915473 0.823050152091962 0.00845658321512789 0.0252512214477622 0.278805543989055 0 0 3.07060374373847 2.40120369291981 4.63327392044074 1.36596237237185 0.482255029576768 0.0936243830458454 2.24006129171673 6.96999426741273 0.229899080968894 2.22748587471317 2.12636227251973 0
"MULT2_Forest.Stewardship.Easement" 16.5778785434111 0.52473085375692 3.54271566472863 0.545247169443904 0.118340890755835 0.616577274980845 0.0440508897805362 0.455620608899297 0.0751105794642112 0.0299120928032937 0.0318345382046877 0 41.6118834673269 0 0 3.16131040142432 0.0104215929006593 0 0.55030322419117 0.00842907613987259 0 0.00237850168303335 2.24945753470387 0 0.0770822321751467 0 0 0.0952026594708877 0 0.0301415973516566 1.74452666425571 0.0294132418180296 0 0 0.000895944671486954 3.11773235596851 0.977814560324923 0 0.000219072523437283 0 0 0 0 1.25110579464211 88.4195204050408 0.120886304837678 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0089993601691379 0 0 0 0 0
"MULT2_Local.Conservation.Area" 28.5832630521901 1.70526052019889 1.61961414249837 2.75321314166995 0 0 0.00422324564004243 0.0660421545667447 0 0.0686293026552247 0.0265017667844523 0.0115761219237574 45.6468115424389 0.107650351657815 0 2.25270730443921 0.0969038273458786 0 0 0.00773622411674835 0 0.0225074192577189 0.31917487756121 0.056001136965014 0.550536037863927 0.074192238528917 0 0.0147281849512956 0 0.0410410709911231 0.353192197577591 0.0528333472838369 0 0 0 0.917497106162238 0.431590423313767 0 0.00220889707573029 0.332732079760816 0 0.00214676946725335 0 0.581002212219756 0.120886304837678 88.8160472887685 0 0 0.25165248865275 0 0.137995388559664 0 0 0 0 0 0 0 0 0 0 3.05296901236452e-05 0 0 0 0.146384245554523 0 0.340809361287177
"MULT2_Local.Park" 2.78241107464826 1.92985930368526 5.69763494398552 4.84468711101052 0 0.113039167079822 0.00851237654748022 0.157786885245902 0.152191543133039 0.0625306476556901 0.682124679871625 0.000814299501367219 55.4995850778922 0 25.4845085470085 9.16888744294821 0.0392667194749349 0.0157293199049451 0 0.161225529025687 0 0.0116932594017578 0.157425219720116 0.0806834898721285 1.84207027271699 3.92549838544386 0 0.0268850665761382 0 0.0295726302289616 1.61158104183169 0.0258642336988365 0 0 0 1.34858643581909 0.272094602240579 0 0.019157142318283 2.75671468458896 0 0 0 2.74371958809551 0 0 77.8727037833352 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MULT2_Local.Recreation.Area" 0.556961426578057 0 0.0449353167939834 2.40640446515148 0 0 0 0.204537470725995 0.112503843152094 0 0 0 70.1354445048838 5.14783981627673 0 3.27722725445214 0.00542771326537852 0 0 0 0 0 0.00276706950784003 0 10.5639737010146 0 0 0 0 0 0.127781850862049 0.347886498702603 0 0 0 0.545089042877752 0.656788780360901 0 0 0.461688616540239 0 0 0 2.52765886999503 0 0 0 81.4819194475321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MULT2_Local.Resource.Management.Area" 23.2935574717649 0.365821792526783 2.73979231387123 0 0 0 0.00540022646110966 1.80070257611241 0 0.0047808456483659 0.0474276266735825 0.00267107975495747 19.1137241239149 0.218889048370891 0 0.387935623106775 0 0 0.832834925335579 0 0 0 0.297225367515412 0.000116133902389455 2.41151080529183 0 0 0.00410339788442741 0.0579314616419398 0.0899360295754338 0.724220693125841 0 0 0 0 1.07975495746596 0.590105391516418 0 0.0803259491527064 0.0828494477527118 0 0 0 1.49186578792014 0 0.25165248865275 0 0 75.0418856274618 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0164910141393026 0 0 0 0 0
"MULT2_Mitigation.Land.Or.Bank" 3.57250800942997 0 0 0 0 0 0 0 0 0 0 0 16.8781760664128 0 0 5.95988232686534 0 0 0 0 0 0 0.015414374659977 0.0398960285317053 0.0387676560075762 0 0 0 0 0 0.27953414334361 0.0386064599327006 0 0 0 1.7552439098108 0.00926877430534566 0 0 0 0 0 0 64.9387454915473 0 0 0 0 0 93.5425053899937 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MULT2_National.Forest" 21.5438230008701 16.4867208010257 10.7623349020799 22.1036249728399 0.275145416141501 46.2682652003425 0.656559866648219 0.936387587822014 66.8981059398157 63.7164597674872 2.42185625830713 0.230351254624417 51.2838922015359 0 0 18.1562520029733 0.300521626619881 1.54835890385403 0 34.9744331877043 1.32328327065975 0.663426448117239 1.11147079111249 7.28433456814905 0.333676700268456 0 0 66.1388544144438 8.43031824252752 0.163733139660065 1.68491885737383 0.392433246840211 0.380436807783873 80.3155016236541 0.336812323168815 6.44587196727674 0.13913744680779 0.30096989651623 0.0714649250395922 19.2477082355267 0 0 0 0.823050152091962 0 0.137995388559664 0 0 0 0 95.9417261922686 0 0 0 0 0 0 0 0 0 0 0 0.0483862835739498 0 0 0 0 0
"MULT2_National.Grassland" 1.04984505298917 0.0457161443040033 2.40054931651654 0.291463006965839 0 0 0 0 0 0 0 0 0.979333773027475 0 0 0.0594472502552334 0.463729750729561 0.0470279988796834 0 0.187732533451388 0.00731458308864053 0.0755581254573873 0.168477543976943 0 0 0 0 0 0 0 0.036777102174679 0 0 0 0 0.0116061183740954 0 0.0215994363105617 0 0 0 0 0 0.00845658321512789 0 0 0 0 0 0 0 84.9907664230279 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MULT2_National.Recreation.Area" 7.3253401409326 4.21268010976298 0.0984807197697655 18.5000334643223 0.0315520752660414 0 0 0 0.0956123492910344 10.8480719769765 0 0 23.2157827304975 0 0 13.3297526508524 1.03348822533918 0 0 7.84505062673895 1.15751656483951 0 0.299462658596984 0 0.108271424337167 0.992052903300656 0 0.26223599040052 0 0 0.00517262809664496 0 0 0 0 1.84981212173364 0.000454158659132414 0 0 0 0 0 0 0.0252512214477622 0 0 0 0 0 0 0 0 93.0176404784442 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MULT2_National.River" 62.6851466301826 0 0 0 0.0864513314694744 0 0 0 0 0 0 0 0 0 0 45.0987845260048 0 0 0 27.7283921242044 0 0 0.0693990046199909 0 0 0 0 0 0 0 0.00380703111058236 0 0 0 0 0.9130133047806 0 0 0 0 0 0 0 0.278805543989055 0 0 0 0 0 0 0 0 0 94.4166517954514 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MULT2_National.River.And.Recreation.Area" 56.4218429559595 0 4.84549341304877 0.330216552539191 0 0 0 0 0 0 0 0 17.9316277938058 0 0 29.190969446279 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.76992596197296 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 95.7604713406792 0 0 0 0 0 0 0 0 0 0 0 0 0
"MULT2_National.Scenic.Area" 0 1.57915515199368 0 0 0 0 0 0 0 0.0236873272799052 0 0 10.8975917883932 0 0 62.6892222660876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.67114093959732 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 98.6524279510462 0 0 0 0 0 0 0 0 0 0 0 0
"MULT2_National.Wildlife.Refuge" 0 0 0 0 0 0 0 0 0 0 0 0 0.458739783812286 0 0 0 0 0 0 0 17.8816767730029 0 1.1357237015555 0 0 0 0 0 0 0 0 0 0 0 0.279673081993145 0.896018982335882 0 0 0 0 0 0 0 3.07060374373847 0 0 0 0 0 0 0 0 0 0 0 0 90.5620353282362 0 0 0 0 0 8.98702873714738 0 0 0 0 0
"MULT2_Private.Conservation" 14.0133904541863 1.25216800078064 3.32715328513106 0.288017526574732 0 0 0.0220913301576634 0.00120023419203747 0 0 0.463173080040198 0 27.5867436392195 0.0513133342902253 0 4.4757482947159 8.81365108643988e-05 0 0.0417326378942928 0.0085366506237232 0.0952976023721312 0.00849887783335274 0.526505481776202 5.98069180865563e-05 0.369018127791645 0.00154688013612545 0 0.00541409995309879 0 0.350946995331913 1.63382742241626 0.376462710303842 0 0 0 0.354604660532785 0.112943790940196 0 0.0418491039979351 0.775963035259816 0 0 0 2.40120369291981 0 0 0 0 0 0 0 0 0 0 0 0 0 86.7782170613399 0 0 0 0 0 0 0 0.00859330980927889 0 0
